,TABLE_CATALOG_x,TABLE_SCHEMA_x,TABLE_NAME,TABLE_TYPE,TriggerName,type_desc,create_date,modify_date,TriggerDefinition,TABLE_CATALOG_y,TABLE_SCHEMA_y,COLUMN_NAME_x,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME,IndexName,IndexType,IsPrimaryKey,IsUnique,IsUniqueConstraint,COLUMN_NAME_y,IsDisabled,object_type,constraint_type,constraint_name,details
18,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,LastName,2,,NO,nvarchar,20.0,40.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
19,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,LastName,2,,NO,nvarchar,20.0,40.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
20,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,LastName,2,,NO,nvarchar,20.0,40.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
21,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,LastName,2,,NO,nvarchar,20.0,40.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
22,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,LastName,2,,NO,nvarchar,20.0,40.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
23,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,LastName,2,,NO,nvarchar,20.0,40.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
24,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
25,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
26,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
27,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
28,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
29,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Primary key,PK_Employees,EmployeeID
30,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
31,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
32,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
33,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
34,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
35,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,FirstName,3,,NO,nvarchar,10.0,20.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
36,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
37,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
38,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
39,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
40,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
41,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,LastName,NONCLUSTERED,False,False,False,LastName,False,Table,Primary key,PK_Employees,EmployeeID
42,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
43,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
44,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PK_Employees,CLUSTERED,True,True,False,EmployeeID,False,Table,Primary key,PK_Employees,EmployeeID
45,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
46,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
47,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,Title,4,,YES,nvarchar,30.0,60.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,PostalCode,NONCLUSTERED,False,False,False,PostalCode,False,Table,Primary key,PK_Employees,EmployeeID
48,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,TitleOfCourtesy,5,,YES,nvarchar,25.0,50.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Check constraint,CK_Birthdate,([BirthDate]<getdate())
49,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,TitleOfCourtesy,5,,YES,nvarchar,25.0,50.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Foreign key,FK_Employees_Employees,dbo.Employees
50,Northwind,dbo,Employees,BASE TABLE,trg_TestNoOp,SQL_TRIGGER,2024-03-10 23:10:45.747,2024-03-10 23:10:45.747,"CREATE TRIGGER trg_TestNoOp
ON employees
AFTER INSERT
AS
BEGIN
    select 1
END;",Northwind,dbo,TitleOfCourtesy,5,,YES,nvarchar,25.0,50.0,,,,,,,UNICODE,,,SQL_Latin1_General_CP1_CI_AS,,,,idx_employees_names_title_birthdate,NONCLUSTERED,False,False,False,"LastName, FirstName, Title, BirthDate",False,Table,Primary key,PK_Employees,EmployeeID
